combination_id,score_to_min,land_use_1,land_use_2,land_use_3,land_use_4
47624,0.41709597163019563,Commercial Forest,Mandarin (Encore),Onion,NA
47625,0.6460938778302039,Commercial Forest,Mandarin (Encore),Squash,NA
47626,0.47267290112071314,Commercial Forest,Mandarin (Encore),Wheat,NA
47627,0.37384774592503184,Commercial Forest,Mandarin (Encore),Vining Pea,NA
47628,0.21004057273904522,Commercial Forest,Mandarin (Encore),Field Pea,NA
47629,0.5240740423814795,Commercial Forest,Mandarin (Encore),Maize,NA
47630,0.19348146548206388,Commercial Forest,Mandarin (Encore),Ryegrass Seed,NA
47631,0.44035276644148746,Commercial Forest,Mandarin (Encore),Kale,NA
47632,0.43054088343073754,Commercial Forest,Mandarin (Encore),Barley,NA
47633,0.3494837780094328,Commercial Forest,Mandarin (Encore),South Island arable rotation,NA
47634,0.5024175617594552,Commercial Forest,Mandarin (Encore),Broad acre vegetable rotation,NA
47635,0.29979799712565336,Commercial Forest,Mandarin (Satsuma),Lemon (Meyer),NA
47636,0.4236067286146851,Commercial Forest,Mandarin (Satsuma),Grape,NA
47637,0.5384608743206583,Commercial Forest,Mandarin (Satsuma),Apple,NA
47638,0.3730776896282039,Commercial Forest,Mandarin (Satsuma),Avocado,NA
47639,0.5396249704466358,Commercial Forest,Mandarin (Satsuma),Lemon (Yen Ben),NA
47640,0.5139274146616357,Commercial Forest,Mandarin (Satsuma),Blueberry,NA
47641,0.6084124808132692,Commercial Forest,Mandarin (Satsuma),Cherry (UFO),NA
47642,0.6398850356904715,Commercial Forest,Mandarin (Satsuma),Cherry (CL),NA
47643,0.48661537930950344,Commercial Forest,Mandarin (Satsuma),Kiwifruit (Gold),NA
47644,0.4435107126850864,Commercial Forest,Mandarin (Satsuma),Kiwifruit (Green),NA
47645,0.6411240342834792,Commercial Forest,Mandarin (Satsuma),Onion,NA
47646,0.4174341473860151,Commercial Forest,Mandarin (Satsuma),Squash,NA
47647,0.6354843979341444,Commercial Forest,Mandarin (Satsuma),Wheat,NA
47648,0.6506953826065219,Commercial Forest,Mandarin (Satsuma),Vining Pea,NA
47649,0.4695516075429445,Commercial Forest,Mandarin (Satsuma),Field Pea,NA
47650,0.6059087089875917,Commercial Forest,Mandarin (Satsuma),Maize,NA
47651,0.3604243488193101,Commercial Forest,Mandarin (Satsuma),Ryegrass Seed,NA
47652,0.5320787607309014,Commercial Forest,Mandarin (Satsuma),Kale,NA
47653,0.47963960376170306,Commercial Forest,Mandarin (Satsuma),Barley,NA
47654,0.38601949754075454,Commercial Forest,Mandarin (Satsuma),South Island arable rotation,NA
47655,0.4798087976290521,Commercial Forest,Mandarin (Satsuma),Broad acre vegetable rotation,NA
47656,0.26343723965207816,Commercial Forest,Lemon (Meyer),Grape,NA
47657,0.28052346206977846,Commercial Forest,Lemon (Meyer),Apple,NA
47658,0.14046726165677292,Commercial Forest,Lemon (Meyer),Avocado,NA
47659,0.2817357280401029,Commercial Forest,Lemon (Meyer),Lemon (Yen Ben),NA
47660,0.39792081468440493,Commercial Forest,Lemon (Meyer),Blueberry,NA
47661,0.5703954999337936,Commercial Forest,Lemon (Meyer),Cherry (UFO),NA
47662,0.6084851316537228,Commercial Forest,Lemon (Meyer),Cherry (CL),NA
47663,0.25186176772151664,Commercial Forest,Lemon (Meyer),Kiwifruit (Gold),NA
47664,0.20654236751419927,Commercial Forest,Lemon (Meyer),Kiwifruit (Green),NA
47665,0.45183947708660277,Commercial Forest,Lemon (Meyer),Onion,NA
47666,0.38409287697411626,Commercial Forest,Lemon (Meyer),Squash,NA
47667,0.44424693738609905,Commercial Forest,Lemon (Meyer),Wheat,NA
47668,0.5175167583990864,Commercial Forest,Lemon (Meyer),Vining Pea,NA
47669,0.37779505422123116,Commercial Forest,Lemon (Meyer),Field Pea,NA
47670,0.4426502432497978,Commercial Forest,Lemon (Meyer),Maize,NA
47671,0.26013725893511225,Commercial Forest,Lemon (Meyer),Ryegrass Seed,NA
47672,0.4170424058122066,Commercial Forest,Lemon (Meyer),Kale,NA
47673,0.3961808891266611,Commercial Forest,Lemon (Meyer),Barley,NA
47674,0.21022159952658873,Commercial Forest,Lemon (Meyer),South Island arable rotation,NA
47675,0.3447512022374544,Commercial Forest,Lemon (Meyer),Broad acre vegetable rotation,NA
47676,0.3876291660886515,Commercial Forest,Grape,Apple,NA
47677,0.24370568306773752,Commercial Forest,Grape,Avocado,NA
47678,0.3882376981983458,Commercial Forest,Grape,Lemon (Yen Ben),NA
47679,0.38932750983065184,Commercial Forest,Grape,Blueberry,NA
47680,0.5210432754823534,Commercial Forest,Grape,Cherry (UFO),NA
47681,0.5572708449185669,Commercial Forest,Grape,Cherry (CL),NA
47682,0.337173479104212,Commercial Forest,Grape,Kiwifruit (Gold),NA
47683,0.2986722026620822,Commercial Forest,Grape,Kiwifruit (Green),NA
47684,0.588303881284959,Commercial Forest,Grape,Onion,NA
47685,0.31108493258583286,Commercial Forest,Grape,Squash,NA
47686,0.504019661726519,Commercial Forest,Grape,Wheat,NA
47687,0.6390516539673482,Commercial Forest,Grape,Vining Pea,NA
47688,0.47026334642702566,Commercial Forest,Grape,Field Pea,NA
47689,0.46159252436157283,Commercial Forest,Grape,Maize,NA
47690,0.32545942012028994,Commercial Forest,Grape,Ryegrass Seed,NA
47691,0.42078618296013826,Commercial Forest,Grape,Kale,NA
47692,0.37577215026402083,Commercial Forest,Grape,Barley,NA
47693,0.2850635352472835,Commercial Forest,Grape,South Island arable rotation,NA
47694,0.40537514447445827,Commercial Forest,Grape,Broad acre vegetable rotation,NA
47695,0.4009758184181565,Commercial Forest,Apple,Avocado,NA
47696,0.5758607767173164,Commercial Forest,Apple,Lemon (Yen Ben),NA
47697,0.6192868571804409,Commercial Forest,Apple,Blueberry,NA
47698,0.6595824574029605,Commercial Forest,Apple,Cherry (UFO),NA
47699,0.6900531575800141,Commercial Forest,Apple,Cherry (CL),NA
47700,0.5264263440329923,Commercial Forest,Apple,Kiwifruit (Gold),NA
47701,0.479620290775137,Commercial Forest,Apple,Kiwifruit (Green),NA
47702,0.594011234537365,Commercial Forest,Apple,Onion,NA
47703,0.5075477169547685,Commercial Forest,Apple,Squash,NA
47704,0.6722814371716218,Commercial Forest,Apple,Wheat,NA
47705,0.5683875536803166,Commercial Forest,Apple,Vining Pea,NA
47706,0.39562101562610685,Commercial Forest,Apple,Field Pea,NA
47707,0.6686723703783154,Commercial Forest,Apple,Maize,NA
47708,0.3341255696961008,Commercial Forest,Apple,Ryegrass Seed,NA
47709,0.5837645396125392,Commercial Forest,Apple,Kale,NA
47710,0.5388887549202768,Commercial Forest,Apple,Barley,NA
47711,0.4111544281194466,Commercial Forest,Apple,South Island arable rotation,NA
47712,0.48567265536402715,Commercial Forest,Apple,Broad acre vegetable rotation,NA
47713,0.4022358153996868,Commercial Forest,Avocado,Lemon (Yen Ben),NA
47714,0.5288513371655071,Commercial Forest,Avocado,Blueberry,NA
47715,0.6329640864322085,Commercial Forest,Avocado,Cherry (UFO),NA
47716,0.6688128771995835,Commercial Forest,Avocado,Cherry (CL),NA
47717,0.3531847352879994,Commercial Forest,Avocado,Kiwifruit (Gold),NA
47718,0.30758495249713813,Commercial Forest,Avocado,Kiwifruit (Green),NA
47719,0.4876388329427614,Commercial Forest,Avocado,Onion,NA
47720,0.46159165159488885,Commercial Forest,Avocado,Squash,NA
47721,0.49969920269865925,Commercial Forest,Avocado,Wheat,NA
47722,0.49548839938733785,Commercial Forest,Avocado,Vining Pea,NA
47723,0.30657062170045796,Commercial Forest,Avocado,Field Pea,NA
47724,0.5022562121134054,Commercial Forest,Avocado,Maize,NA
47725,0.19093623407476967,Commercial Forest,Avocado,Ryegrass Seed,NA
47726,0.42636428562866596,Commercial Forest,Avocado,Kale,NA
47727,0.3902263264776995,Commercial Forest,Avocado,Barley,NA
47728,0.28942709557240465,Commercial Forest,Avocado,South Island arable rotation,NA
47729,0.4241174897580237,Commercial Forest,Avocado,Broad acre vegetable rotation,NA
47730,0.6202268548944603,Commercial Forest,Lemon (Yen Ben),Blueberry,NA
47731,0.6604952003868423,Commercial Forest,Lemon (Yen Ben),Cherry (UFO),NA
47732,0.6909238236142592,Commercial Forest,Lemon (Yen Ben),Cherry (CL),NA
47733,0.5278146338191866,Commercial Forest,Lemon (Yen Ben),Kiwifruit (Gold),NA
47734,0.4809818886892055,Commercial Forest,Lemon (Yen Ben),Kiwifruit (Green),NA
47735,0.5942172459949617,Commercial Forest,Lemon (Yen Ben),Onion,NA
47736,0.5087566558294073,Commercial Forest,Lemon (Yen Ben),Squash,NA
47737,0.6737806559870622,Commercial Forest,Lemon (Yen Ben),Wheat,NA
47738,0.5683165017259372,Commercial Forest,Lemon (Yen Ben),Vining Pea,NA
47739,0.3959265223904836,Commercial Forest,Lemon (Yen Ben),Field Pea,NA
47740,0.6703480850420119,Commercial Forest,Lemon (Yen Ben),Maize,NA
47741,0.33524599016958606,Commercial Forest,Lemon (Yen Ben),Ryegrass Seed,NA
47742,0.5854741558503725,Commercial Forest,Lemon (Yen Ben),Kale,NA
47743,0.5406705558856265,Commercial Forest,Lemon (Yen Ben),Barley,NA
47744,0.41271156181262864,Commercial Forest,Lemon (Yen Ben),South Island arable rotation,NA
47745,0.48590876736952754,Commercial Forest,Lemon (Yen Ben),Broad acre vegetable rotation,NA
47746,0.9639170109022568,Commercial Forest,Blueberry,Cherry (UFO),NA
47747,0.9971626682911393,Commercial Forest,Blueberry,Cherry (CL),NA
47748,0.5923314525049633,Commercial Forest,Blueberry,Kiwifruit (Gold),NA
47749,0.5646486808473371,Commercial Forest,Blueberry,Kiwifruit (Green),NA
47750,0.5700522442058121,Commercial Forest,Blueberry,Onion,NA
47751,0.8337962324016965,Commercial Forest,Blueberry,Squash,NA
47752,0.6226500927787427,Commercial Forest,Blueberry,Wheat,NA
47753,0.4876954922492007,Commercial Forest,Blueberry,Vining Pea,NA
47754,0.3053717620223803,Commercial Forest,Blueberry,Field Pea,NA
47755,0.681476725977283,Commercial Forest,Blueberry,Maize,NA
47756,0.33398680116212504,Commercial Forest,Blueberry,Ryegrass Seed,NA
47757,0.5660342139762075,Commercial Forest,Blueberry,Kale,NA
47758,0.5526472111056268,Commercial Forest,Blueberry,Barley,NA
47759,0.5770735296631705,Commercial Forest,Blueberry,South Island arable rotation,NA
47760,0.6920420167973215,Commercial Forest,Blueberry,Broad acre vegetable rotation,NA
47761,1.241991520944033,Commercial Forest,Cherry (UFO),Cherry (CL),NA
47762,0.6533293368467122,Commercial Forest,Cherry (UFO),Kiwifruit (Gold),NA
47763,0.6407875463918934,Commercial Forest,Cherry (UFO),Kiwifruit (Green),NA
47764,0.6125596032782586,Commercial Forest,Cherry (UFO),Onion,NA
47765,0.9692950609021272,Commercial Forest,Cherry (UFO),Squash,NA
47766,0.6322222669975717,Commercial Forest,Cherry (UFO),Wheat,NA
47767,0.58401477698556,Commercial Forest,Cherry (UFO),Vining Pea,NA
47768,0.44769227970825815,Commercial Forest,Cherry (UFO),Field Pea,NA
47769,0.6904787174834595,Commercial Forest,Cherry (UFO),Maize,NA
47770,0.4678714228018975,Commercial Forest,Cherry (UFO),Ryegrass Seed,NA
47771,0.5925641868830377,Commercial Forest,Cherry (UFO),Kale,NA
47772,0.5933069498538032,Commercial Forest,Cherry (UFO),Barley,NA
47773,0.7086685005719827,Commercial Forest,Cherry (UFO),South Island arable rotation,NA
47774,0.8779539266846809,Commercial Forest,Cherry (UFO),Broad acre vegetable rotation,NA
47775,0.6855128246766421,Commercial Forest,Cherry (CL),Kiwifruit (Gold),NA
47776,0.6744499307869422,Commercial Forest,Cherry (CL),Kiwifruit (Green),NA
47777,0.6401902434543153,Commercial Forest,Cherry (CL),Onion,NA
47778,1.005245848246265,Commercial Forest,Cherry (CL),Squash,NA
47779,0.6573592687784207,Commercial Forest,Cherry (CL),Wheat,NA
47780,0.6115907944142539,Commercial Forest,Cherry (CL),Vining Pea,NA
47781,0.48301361017697975,Commercial Forest,Cherry (CL),Field Pea,NA
47782,0.7165443110314111,Commercial Forest,Cherry (CL),Maize,NA
47783,0.5056593711227259,Commercial Forest,Cherry (CL),Ryegrass Seed,NA
47784,0.6203281728851401,Commercial Forest,Cherry (CL),Kale,NA
47785,0.6227027741818024,Commercial Forest,Cherry (CL),Barley,NA
47786,0.7443133008186646,Commercial Forest,Cherry (CL),South Island arable rotation,NA
47787,0.913650832480351,Commercial Forest,Cherry (CL),Broad acre vegetable rotation,NA
47788,0.4365278919684628,Commercial Forest,Kiwifruit (Gold),Kiwifruit (Green),NA
47789,0.5342192918381464,Commercial Forest,Kiwifruit (Gold),Onion,NA
47790,0.4831199636777555,Commercial Forest,Kiwifruit (Gold),Squash,NA
47791,0.642914124024602,Commercial Forest,Kiwifruit (Gold),Wheat,NA
47792,0.518176695510472,Commercial Forest,Kiwifruit (Gold),Vining Pea,NA
47793,0.34576592687096164,Commercial Forest,Kiwifruit (Gold),Field Pea,NA
47794,0.6452652649709746,Commercial Forest,Kiwifruit (Gold),Maize,NA
47795,0.28686945581008144,Commercial Forest,Kiwifruit (Gold),Ryegrass Seed,NA
47796,0.5651509074054428,Commercial Forest,Kiwifruit (Gold),Kale,NA
47797,0.5236963789056618,Commercial Forest,Kiwifruit (Gold),Barley,NA
47798,0.37652023142186497,Commercial Forest,Kiwifruit (Gold),South Island arable rotation,NA
47799,0.4598281395998612,Commercial Forest,Kiwifruit (Gold),Broad acre vegetable rotation,NA
47800,0.5136084131347673,Commercial Forest,Kiwifruit (Green),Onion,NA
47801,0.4697407048337557,Commercial Forest,Kiwifruit (Green),Squash,NA
47802,0.5906636263616866,Commercial Forest,Kiwifruit (Green),Wheat,NA
47803,0.5058497373836374,Commercial Forest,Kiwifruit (Green),Vining Pea,NA
47804,0.3257605769359065,Commercial Forest,Kiwifruit (Green),Field Pea,NA
47805,0.5929591350891407,Commercial Forest,Kiwifruit (Green),Maize,NA
47806,0.24758890404203684,Commercial Forest,Kiwifruit (Green),Ryegrass Seed,NA
47807,0.514392417221231,Commercial Forest,Kiwifruit (Green),Kale,NA
47808,0.47453588119222667,Commercial Forest,Kiwifruit (Green),Barley,NA
47809,0.3399025935078385,Commercial Forest,Kiwifruit (Green),South Island arable rotation,NA
47810,0.4408109165274296,Commercial Forest,Kiwifruit (Green),Broad acre vegetable rotation,NA
47811,0.4403551734462517,Commercial Forest,Onion,Squash,NA
47812,0.6136419602843102,Commercial Forest,Onion,Wheat,NA
47813,0.8819634669349132,Commercial Forest,Onion,Vining Pea,NA
47814,0.6845242974480733,Commercial Forest,Onion,Field Pea,NA
47815,0.5433127474423834,Commercial Forest,Onion,Maize,NA
47816,0.5250437116310313,Commercial Forest,Onion,Ryegrass Seed,NA
47817,0.4787372818109486,Commercial Forest,Onion,Kale,NA
47818,0.4206557160840639,Commercial Forest,Onion,Barley,NA
47819,0.5030227594071155,Commercial Forest,Onion,South Island arable rotation,NA
47820,0.6051869091432424,Commercial Forest,Onion,Broad acre vegetable rotation,NA
47821,0.48046344070073616,Commercial Forest,Squash,Wheat,NA
47822,0.38665496991964116,Commercial Forest,Squash,Vining Pea,NA
47823,0.24542174311426787,Commercial Forest,Squash,Field Pea,NA
47824,0.5620338896371582,Commercial Forest,Squash,Maize,NA
47825,0.2969938027065183,Commercial Forest,Squash,Ryegrass Seed,NA
47826,0.47465025077011697,Commercial Forest,Squash,Kale,NA
47827,0.485940751438618,Commercial Forest,Squash,Barley,NA
47828,0.5187920129083962,Commercial Forest,Squash,South Island arable rotation,NA
47829,0.6605944769483799,Commercial Forest,Squash,Broad acre vegetable rotation,NA
47830,0.6043446626996256,Commercial Forest,Wheat,Vining Pea,NA
47831,0.5024541926051008,Commercial Forest,Wheat,Field Pea,NA
47832,0.8319283919524377,Commercial Forest,Wheat,Maize,NA
47833,0.4856449080420741,Commercial Forest,Wheat,Ryegrass Seed,NA
47834,0.7728210185916399,Commercial Forest,Wheat,Kale,NA
47835,0.731021322605509,Commercial Forest,Wheat,Barley,NA
47836,0.5025178532013203,Commercial Forest,Wheat,South Island arable rotation,NA
47837,0.49381960361315097,Commercial Forest,Wheat,Broad acre vegetable rotation,NA
47838,0.7538916239312498,Commercial Forest,Vining Pea,Field Pea,NA
47839,0.5079193821435463,Commercial Forest,Vining Pea,Maize,NA
47840,0.5820814801166379,Commercial Forest,Vining Pea,Ryegrass Seed,NA
47841,0.4841893646774893,Commercial Forest,Vining Pea,Kale,NA
47842,0.43097056338532846,Commercial Forest,Vining Pea,Barley,NA
47843,0.5433823204402253,Commercial Forest,Vining Pea,South Island arable rotation,NA
47844,0.6139526420057918,Commercial Forest,Vining Pea,Broad acre vegetable rotation,NA
47845,0.43900234593452875,Commercial Forest,Field Pea,Maize,NA
47846,0.46681075998895766,Commercial Forest,Field Pea,Ryegrass Seed,NA
47847,0.44500441876415847,Commercial Forest,Field Pea,Kale,NA
47848,0.4120870498667543,Commercial Forest,Field Pea,Barley,NA
47849,0.3441107460161828,Commercial Forest,Field Pea,South Island arable rotation,NA
47850,0.4272416607273899,Commercial Forest,Field Pea,Broad acre vegetable rotation,NA
47851,0.46618456759174315,Commercial Forest,Maize,Ryegrass Seed,NA
47852,0.7878373142379248,Commercial Forest,Maize,Kale,NA
47853,0.7545564553530081,Commercial Forest,Maize,Barley,NA
47854,0.5034767559166161,Commercial Forest,Maize,South Island arable rotation,NA
47855,0.5019119124439441,Commercial Forest,Maize,Broad acre vegetable rotation,NA
47856,0.456683825349635,Commercial Forest,Ryegrass Seed,Kale,NA
47857,0.43272400801206307,Commercial Forest,Ryegrass Seed,Barley,NA
47858,0.23040362664881756,Commercial Forest,Ryegrass Seed,South Island arable rotation,NA
47859,0.32852856365566896,Commercial Forest,Ryegrass Seed,Broad acre vegetable rotation,NA
47860,0.7251141520630805,Commercial Forest,Kale,Barley,NA
47861,0.43486356992763997,Commercial Forest,Kale,South Island arable rotation,NA
47862,0.4089174038621068,Commercial Forest,Kale,Broad acre vegetable rotation,NA
47863,0.4031010310051379,Commercial Forest,Barley,South Island arable rotation,NA
47864,0.3844315111413845,Commercial Forest,Barley,Broad acre vegetable rotation,NA
47865,0.5051658168058434,Commercial Forest,South Island arable rotation,Broad acre vegetable rotation,NA
47866,0.43780555954456024,Native Bush,Hops,Macadamia,NA
47867,0.6778749439542722,Native Bush,Hops,Peach,NA
47868,0.6778749439542722,Native Bush,Hops,Nectarine,NA
47869,0.7040911854399434,Native Bush,Hops,Apricot,NA
47870,0.403976397408175,Native Bush,Hops,Orange (Navel),NA
47871,0.7337614989324946,Native Bush,Hops,Orange (Valencia),NA
47872,0.6766129611944653,Native Bush,Hops,Mandarin (Encore),NA
47873,0.39242154552402053,Native Bush,Hops,Mandarin (Satsuma),NA
47874,0.4426399483708623,Native Bush,Hops,Lemon (Meyer),NA
47875,0.3402919379289764,Native Bush,Hops,Grape,NA
47876,0.4963328695668317,Native Bush,Hops,Apple,NA
47877,0.4904153674930997,Native Bush,Hops,Avocado,NA
47878,0.49713579182862033,Native Bush,Hops,Lemon (Yen Ben),NA
47879,0.8785018905724905,Native Bush,Hops,Blueberry,NA
47880,1.0152123385740321,Native Bush,Hops,Cherry (UFO),NA
47881,1.0517510011958981,Native Bush,Hops,Cherry (CL),NA
47882,0.49375740887505587,Native Bush,Hops,Kiwifruit (Gold),NA
47883,0.4863555513108458,Native Bush,Hops,Kiwifruit (Green),NA
47884,0.4726863962627159,Native Bush,Hops,Onion,NA
47885,0.8721795318973203,Native Bush,Hops,Squash,NA
47886,0.4671989395638687,Native Bush,Hops,Wheat,NA
47887,0.42955848439924554,Native Bush,Hops,Vining Pea,NA
47888,0.33122609874701187,Native Bush,Hops,Field Pea,NA
47889,0.5689374551864631,Native Bush,Hops,Maize,NA
47890,0.36284884104726317,Native Bush,Hops,Ryegrass Seed,NA
47891,0.4918178618214017,Native Bush,Hops,Kale,NA
47892,0.515026087835487,Native Bush,Hops,Barley,NA
47893,0.5744575296259272,Native Bush,Hops,South Island arable rotation,NA
47894,0.7389779149372674,Native Bush,Hops,Broad acre vegetable rotation,NA
47895,0.6345796449482192,Native Bush,Macadamia,Peach,NA
47896,0.6345796449482192,Native Bush,Macadamia,Nectarine,NA
47897,0.6849581139918265,Native Bush,Macadamia,Apricot,NA
47898,0.4284692184350376,Native Bush,Macadamia,Orange (Navel),NA
47899,0.7240516428415326,Native Bush,Macadamia,Orange (Valencia),NA
47900,0.6633868644384436,Native Bush,Macadamia,Mandarin (Encore),NA
47901,0.3491656258740125,Native Bush,Macadamia,Mandarin (Satsuma),NA
47902,0.45938300896692014,Native Bush,Macadamia,Lemon (Meyer),NA
47903,0.36500787319600886,Native Bush,Macadamia,Grape,NA
47904,0.4226191314983232,Native Bush,Macadamia,Apple,NA
47905,0.47040910961118976,Native Bush,Macadamia,Avocado,NA
47906,0.42285938563944203,Native Bush,Macadamia,Lemon (Yen Ben),NA
47907,0.8339263168901675,Native Bush,Macadamia,Blueberry,NA
