combination_id,score_to_min,land_use_1,land_use_2,land_use_3,land_use_4
15538,0.23709724560438616,Native Bush,Macadamia,Apple,Ryegrass Seed
15539,0.30670122419247603,Native Bush,Macadamia,Apple,Kale
15540,0.3227698678578249,Native Bush,Macadamia,Apple,Barley
15541,0.3958253467749863,Native Bush,Macadamia,Apple,South Island arable rotation
15542,0.5315717076309754,Native Bush,Macadamia,Apple,Broad acre vegetable rotation
15543,0.3348685722384367,Native Bush,Macadamia,Avocado,Lemon (Yen Ben)
15544,0.6452851109559186,Native Bush,Macadamia,Avocado,Blueberry
15545,0.7756978252086353,Native Bush,Macadamia,Avocado,Cherry (UFO)
15546,0.8036237482263894,Native Bush,Macadamia,Avocado,Cherry (CL)
15547,0.33923399665569876,Native Bush,Macadamia,Avocado,Kiwifruit (Gold)
15548,0.3493770949803946,Native Bush,Macadamia,Avocado,Kiwifruit (Green)
15549,0.39509846960180967,Native Bush,Macadamia,Avocado,Onion
15550,0.6733203694218117,Native Bush,Macadamia,Avocado,Squash
15551,0.2617766280298201,Native Bush,Macadamia,Avocado,Wheat
15552,0.40144426929131904,Native Bush,Macadamia,Avocado,Vining Pea
15553,0.33632863308315253,Native Bush,Macadamia,Avocado,Field Pea
15554,0.3448396364348034,Native Bush,Macadamia,Avocado,Maize
15555,0.32370918942376753,Native Bush,Macadamia,Avocado,Ryegrass Seed
15556,0.30902156848067813,Native Bush,Macadamia,Avocado,Kale
15557,0.34256162652764066,Native Bush,Macadamia,Avocado,Barley
15558,0.4467335493670936,Native Bush,Macadamia,Avocado,South Island arable rotation
15559,0.5847480741149448,Native Bush,Macadamia,Avocado,Broad acre vegetable rotation
15560,0.6196810306983498,Native Bush,Macadamia,Lemon (Yen Ben),Blueberry
15561,0.7282091039626437,Native Bush,Macadamia,Lemon (Yen Ben),Cherry (UFO)
15562,0.755826220154294,Native Bush,Macadamia,Lemon (Yen Ben),Cherry (CL)
15563,0.3319189942094211,Native Bush,Macadamia,Lemon (Yen Ben),Kiwifruit (Gold)
15564,0.32791520378094924,Native Bush,Macadamia,Lemon (Yen Ben),Kiwifruit (Green)
15565,0.3598763764374921,Native Bush,Macadamia,Lemon (Yen Ben),Onion
15566,0.622619075463265,Native Bush,Macadamia,Lemon (Yen Ben),Squash
15567,0.3032913733468192,Native Bush,Macadamia,Lemon (Yen Ben),Wheat
15568,0.33658234553277944,Native Bush,Macadamia,Lemon (Yen Ben),Vining Pea
15569,0.23869833604205482,Native Bush,Macadamia,Lemon (Yen Ben),Field Pea
15570,0.3719363204990159,Native Bush,Macadamia,Lemon (Yen Ben),Maize
15571,0.23675013712223214,Native Bush,Macadamia,Lemon (Yen Ben),Ryegrass Seed
15572,0.30757716291430215,Native Bush,Macadamia,Lemon (Yen Ben),Kale
15573,0.3235367848500389,Native Bush,Macadamia,Lemon (Yen Ben),Barley
15574,0.3959961873462205,Native Bush,Macadamia,Lemon (Yen Ben),South Island arable rotation
15575,0.5311413937497246,Native Bush,Macadamia,Lemon (Yen Ben),Broad acre vegetable rotation
15576,1.0224859009526148,Native Bush,Macadamia,Blueberry,Cherry (UFO)
15577,1.0488110877148031,Native Bush,Macadamia,Blueberry,Cherry (CL)
15578,0.6235093075858612,Native Bush,Macadamia,Blueberry,Kiwifruit (Gold)
15579,0.6282365668600847,Native Bush,Macadamia,Blueberry,Kiwifruit (Green)
15580,0.5929823343464463,Native Bush,Macadamia,Blueberry,Onion
15581,0.9333073401963863,Native Bush,Macadamia,Blueberry,Squash
15582,0.5409637958387019,Native Bush,Macadamia,Blueberry,Wheat
15583,0.5507640078629349,Native Bush,Macadamia,Blueberry,Vining Pea
15584,0.5091144945229962,Native Bush,Macadamia,Blueberry,Field Pea
15585,0.6202754241945292,Native Bush,Macadamia,Blueberry,Maize
15586,0.5417742653172374,Native Bush,Macadamia,Blueberry,Ryegrass Seed
15587,0.5656454236997698,Native Bush,Macadamia,Blueberry,Kale
15588,0.5915947344455219,Native Bush,Macadamia,Blueberry,Barley
15589,0.6973269840985372,Native Bush,Macadamia,Blueberry,South Island arable rotation
15590,0.8103315732239664,Native Bush,Macadamia,Blueberry,Broad acre vegetable rotation
15591,1.2351708082224329,Native Bush,Macadamia,Cherry (UFO),Cherry (CL)
15592,0.740795832446929,Native Bush,Macadamia,Cherry (UFO),Kiwifruit (Gold)
15593,0.7507210512762199,Native Bush,Macadamia,Cherry (UFO),Kiwifruit (Green)
15594,0.7051092922519916,Native Bush,Macadamia,Cherry (UFO),Onion
15595,1.061020792865899,Native Bush,Macadamia,Cherry (UFO),Squash
15596,0.6455020164063349,Native Bush,Macadamia,Cherry (UFO),Wheat
15597,0.6918671685050403,Native Bush,Macadamia,Cherry (UFO),Vining Pea
15598,0.6608772087031988,Native Bush,Macadamia,Cherry (UFO),Field Pea
15599,0.713416441137578,Native Bush,Macadamia,Cherry (UFO),Maize
15600,0.6864267860654039,Native Bush,Macadamia,Cherry (UFO),Ryegrass Seed
15601,0.6741802368466367,Native Bush,Macadamia,Cherry (UFO),Kale
15602,0.7024727189172516,Native Bush,Macadamia,Cherry (UFO),Barley
15603,0.8358903604236909,Native Bush,Macadamia,Cherry (UFO),South Island arable rotation
15604,0.9685528612672187,Native Bush,Macadamia,Cherry (UFO),Broad acre vegetable rotation
15605,0.7686804022381981,Native Bush,Macadamia,Cherry (CL),Kiwifruit (Gold)
15606,0.7786783613895748,Native Bush,Macadamia,Cherry (CL),Kiwifruit (Green)
15607,0.7310973934546079,Native Bush,Macadamia,Cherry (CL),Onion
15608,1.0879102301594537,Native Bush,Macadamia,Cherry (CL),Squash
15609,0.6728749700042553,Native Bush,Macadamia,Cherry (CL),Wheat
15610,0.717690447515543,Native Bush,Macadamia,Cherry (CL),Vining Pea
15611,0.687825510458997,Native Bush,Macadamia,Cherry (CL),Field Pea
15612,0.7398962064901647,Native Bush,Macadamia,Cherry (CL),Maize
15613,0.7139527880460864,Native Bush,Macadamia,Cherry (CL),Ryegrass Seed
15614,0.7009384976357821,Native Bush,Macadamia,Cherry (CL),Kale
15615,0.7289914797235767,Native Bush,Macadamia,Cherry (CL),Barley
15616,0.8635386630735927,Native Bush,Macadamia,Cherry (CL),South Island arable rotation
15617,0.995953283004113,Native Bush,Macadamia,Cherry (CL),Broad acre vegetable rotation
15618,0.3291981688016523,Native Bush,Macadamia,Kiwifruit (Gold),Kiwifruit (Green)
15619,0.3394308466632416,Native Bush,Macadamia,Kiwifruit (Gold),Onion
15620,0.6301878656769325,Native Bush,Macadamia,Kiwifruit (Gold),Squash
15621,0.30481202684085573,Native Bush,Macadamia,Kiwifruit (Gold),Wheat
15622,0.32623663061561503,Native Bush,Macadamia,Kiwifruit (Gold),Vining Pea
15623,0.2446130058524016,Native Bush,Macadamia,Kiwifruit (Gold),Field Pea
15624,0.3788934575016336,Native Bush,Macadamia,Kiwifruit (Gold),Maize
15625,0.25081362380488437,Native Bush,Macadamia,Kiwifruit (Gold),Ryegrass Seed
15626,0.32440051187411295,Native Bush,Macadamia,Kiwifruit (Gold),Kale
15627,0.34394655203285934,Native Bush,Macadamia,Kiwifruit (Gold),Barley
15628,0.4056252269337801,Native Bush,Macadamia,Kiwifruit (Gold),South Island arable rotation
15629,0.540391167286142,Native Bush,Macadamia,Kiwifruit (Gold),Broad acre vegetable rotation
15630,0.3563684834023988,Native Bush,Macadamia,Kiwifruit (Green),Onion
15631,0.6433498173284968,Native Bush,Macadamia,Kiwifruit (Green),Squash
15632,0.2838797581433229,Native Bush,Macadamia,Kiwifruit (Green),Wheat
15633,0.3510885070173274,Native Bush,Macadamia,Kiwifruit (Green),Vining Pea
15634,0.2760654639437461,Native Bush,Macadamia,Kiwifruit (Green),Field Pea
15635,0.3620252482448753,Native Bush,Macadamia,Kiwifruit (Green),Maize
15636,0.27391926240101244,Native Bush,Macadamia,Kiwifruit (Green),Ryegrass Seed
15637,0.31360207257243994,Native Bush,Macadamia,Kiwifruit (Green),Kale
15638,0.33856852391019465,Native Bush,Macadamia,Kiwifruit (Green),Barley
15639,0.4167837253548637,Native Bush,Macadamia,Kiwifruit (Green),South Island arable rotation
15640,0.5534632961323043,Native Bush,Macadamia,Kiwifruit (Green),Broad acre vegetable rotation
15641,0.5935938175517352,Native Bush,Macadamia,Onion,Squash
15642,0.22282656933219866,Native Bush,Macadamia,Onion,Wheat
15643,0.608582246976597,Native Bush,Macadamia,Onion,Vining Pea
15644,0.48331170534372264,Native Bush,Macadamia,Onion,Field Pea
15645,0.2298446921474664,Native Bush,Macadamia,Onion,Maize
15646,0.3861517580508378,Native Bush,Macadamia,Onion,Ryegrass Seed
15647,0.17867840823198,Native Bush,Macadamia,Onion,Kale
15648,0.2024734041142047,Native Bush,Macadamia,Onion,Barley
15649,0.45227127324487426,Native Bush,Macadamia,Onion,South Island arable rotation
15650,0.5971047481338375,Native Bush,Macadamia,Onion,Broad acre vegetable rotation
15651,0.5280665296717321,Native Bush,Macadamia,Squash,Wheat
15652,0.5727883288382999,Native Bush,Macadamia,Squash,Vining Pea
15653,0.5613049221688456,Native Bush,Macadamia,Squash,Field Pea
15654,0.6128897126793394,Native Bush,Macadamia,Squash,Maize
15655,0.5956752458202581,Native Bush,Macadamia,Squash,Ryegrass Seed
15656,0.5838658970296536,Native Bush,Macadamia,Squash,Kale
15657,0.6208489966459009,Native Bush,Macadamia,Squash,Barley
15658,0.724415777261057,Native Bush,Macadamia,Squash,South Island arable rotation
15659,0.8409218680257254,Native Bush,Macadamia,Squash,Broad acre vegetable rotation
15660,0.20975165837438078,Native Bush,Macadamia,Wheat,Vining Pea
15661,0.13323894652642893,Native Bush,Macadamia,Wheat,Field Pea
15662,0.4264036065691512,Native Bush,Macadamia,Wheat,Maize
15663,0.18011278809187228,Native Bush,Macadamia,Wheat,Ryegrass Seed
15664,0.3803781287979302,Native Bush,Macadamia,Wheat,Kale
15665,0.3844244427066714,Native Bush,Macadamia,Wheat,Barley
15666,0.33164719781924534,Native Bush,Macadamia,Wheat,South Island arable rotation
15667,0.4397885157871848,Native Bush,Macadamia,Wheat,Broad acre vegetable rotation
15668,0.5389153447973032,Native Bush,Macadamia,Vining Pea,Field Pea
15669,0.18059253912236137,Native Bush,Macadamia,Vining Pea,Maize
15670,0.4305202917049159,Native Bush,Macadamia,Vining Pea,Ryegrass Seed
15671,0.18866078815099505,Native Bush,Macadamia,Vining Pea,Kale
15672,0.21598731633641355,Native Bush,Macadamia,Vining Pea,Barley
15673,0.4785591674919415,Native Bush,Macadamia,Vining Pea,South Island arable rotation
15674,0.602709831531258,Native Bush,Macadamia,Vining Pea,Broad acre vegetable rotation
15675,0.18192500716151325,Native Bush,Macadamia,Field Pea,Maize
15676,0.3931018085631288,Native Bush,Macadamia,Field Pea,Ryegrass Seed
15677,0.2286991274499691,Native Bush,Macadamia,Field Pea,Kale
15678,0.2736545911882683,Native Bush,Macadamia,Field Pea,Barley
15679,0.4083268300910293,Native Bush,Macadamia,Field Pea,South Island arable rotation
15680,0.5395359468215657,Native Bush,Macadamia,Field Pea,Broad acre vegetable rotation
15681,0.26639765826332323,Native Bush,Macadamia,Maize,Ryegrass Seed
15682,0.45477040645282074,Native Bush,Macadamia,Maize,Kale
15683,0.46518301045300814,Native Bush,Macadamia,Maize,Barley
15684,0.3993478703558269,Native Bush,Macadamia,Maize,South Island arable rotation
15685,0.49688295814248534,Native Bush,Macadamia,Maize,Broad acre vegetable rotation
15686,0.2868061682703258,Native Bush,Macadamia,Ryegrass Seed,Kale
15687,0.32973374505721154,Native Bush,Macadamia,Ryegrass Seed,Barley
15688,0.39244797244621815,Native Bush,Macadamia,Ryegrass Seed,South Island arable rotation
15689,0.52265165111003,Native Bush,Macadamia,Ryegrass Seed,Broad acre vegetable rotation
15690,0.4561929416437646,Native Bush,Macadamia,Kale,Barley
15691,0.3734776881755188,Native Bush,Macadamia,Kale,South Island arable rotation
15692,0.4641872015436383,Native Bush,Macadamia,Kale,Broad acre vegetable rotation
15693,0.4036924775077835,Native Bush,Macadamia,Barley,South Island arable rotation
15694,0.4929464281239816,Native Bush,Macadamia,Barley,Broad acre vegetable rotation
15695,0.6512832695914672,Native Bush,Macadamia,South Island arable rotation,Broad acre vegetable rotation
15696,0.8366993704362643,Native Bush,Peach,Nectarine,Apricot
15697,0.6036311607279344,Native Bush,Peach,Nectarine,Orange (Navel)
15698,0.8463565215111784,Native Bush,Peach,Nectarine,Orange (Valencia)
15699,0.8051405037285728,Native Bush,Peach,Nectarine,Mandarin (Encore)
15700,0.5791418129549156,Native Bush,Peach,Nectarine,Mandarin (Satsuma)
15701,0.6253885466311612,Native Bush,Peach,Nectarine,Lemon (Meyer)
15702,0.5651460381455721,Native Bush,Peach,Nectarine,Grape
15703,0.6551140748871448,Native Bush,Peach,Nectarine,Apple
15704,0.6737902715556502,Native Bush,Peach,Nectarine,Avocado
15705,0.6552486517098848,Native Bush,Peach,Nectarine,Lemon (Yen Ben)
15706,0.9685178499354867,Native Bush,Peach,Nectarine,Blueberry
15707,1.049274156299161,Native Bush,Peach,Nectarine,Cherry (UFO)
15708,1.0753781646140699,Native Bush,Peach,Nectarine,Cherry (CL)
15709,0.6583372331120029,Native Bush,Peach,Nectarine,Kiwifruit (Gold)
15710,0.6608207196543687,Native Bush,Peach,Nectarine,Kiwifruit (Green)
15711,0.6101487985125509,Native Bush,Peach,Nectarine,Onion
15712,0.9609433258501526,Native Bush,Peach,Nectarine,Squash
15713,0.5827051286030964,Native Bush,Peach,Nectarine,Wheat
15714,0.5599761164102687,Native Bush,Peach,Nectarine,Vining Pea
15715,0.5206756293776743,Native Bush,Peach,Nectarine,Field Pea
15716,0.6613750604813452,Native Bush,Peach,Nectarine,Maize
15717,0.5617440680964643,Native Bush,Peach,Nectarine,Ryegrass Seed
15718,0.6025960676103589,Native Bush,Peach,Nectarine,Kale
15719,0.6259482699933548,Native Bush,Peach,Nectarine,Barley
15720,0.7235710099430316,Native Bush,Peach,Nectarine,South Island arable rotation
15721,0.8316761103921778,Native Bush,Peach,Nectarine,Broad acre vegetable rotation
15722,0.6382434682341176,Native Bush,Peach,Apricot,Orange (Navel)
15723,0.882975267358113,Native Bush,Peach,Apricot,Orange (Valencia)
15724,0.8402322941626726,Native Bush,Peach,Apricot,Mandarin (Encore)
15725,0.610117887301934,Native Bush,Peach,Apricot,Mandarin (Satsuma)
15726,0.6591419429387572,Native Bush,Peach,Apricot,Lemon (Meyer)
15727,0.5985236361814212,Native Bush,Peach,Apricot,Grape
15728,0.6758495550179979,Native Bush,Peach,Apricot,Apple
15729,0.7031651950422015,Native Bush,Peach,Apricot,Avocado
15730,0.6759773981249337,Native Bush,Peach,Apricot,Lemon (Yen Ben)
15731,0.987470402192803,Native Bush,Peach,Apricot,Blueberry
15732,1.0877253228549149,Native Bush,Peach,Apricot,Cherry (UFO)
15733,1.1142492392195398,Native Bush,Peach,Apricot,Cherry (CL)
15734,0.6780711388824285,Native Bush,Peach,Apricot,Kiwifruit (Gold)
15735,0.6843581548670897,Native Bush,Peach,Apricot,Kiwifruit (Green)
15736,0.6360575583741469,Native Bush,Peach,Apricot,Onion
15737,1.0027932881908992,Native Bush,Peach,Apricot,Squash
15738,0.586314389794514,Native Bush,Peach,Apricot,Wheat
15739,0.5923992862747185,Native Bush,Peach,Apricot,Vining Pea
15740,0.5553959557010409,Native Bush,Peach,Apricot,Field Pea
15741,0.6649414163703699,Native Bush,Peach,Apricot,Maize
15742,0.5937998102711769,Native Bush,Peach,Apricot,Ryegrass Seed
15743,0.61096867205497,Native Bush,Peach,Apricot,Kale
15744,0.6380857414881184,Native Bush,Peach,Apricot,Barley
15745,0.7527230260113373,Native Bush,Peach,Apricot,South Island arable rotation
15746,0.8674060641785429,Native Bush,Peach,Apricot,Broad acre vegetable rotation
15747,0.6627696164691206,Native Bush,Peach,Orange (Navel),Orange (Valencia)
15748,0.6186492422654992,Native Bush,Peach,Orange (Navel),Mandarin (Encore)
15749,0.37663348218407744,Native Bush,Peach,Orange (Navel),Mandarin (Satsuma)
15750,0.4864397461961433,Native Bush,Peach,Orange (Navel),Lemon (Meyer)
15751,0.4106479119391208,Native Bush,Peach,Orange (Navel),Grape
15752,0.4274649392910427,Native Bush,Peach,Orange (Navel),Apple
15753,0.4824913231126217,Native Bush,Peach,Orange (Navel),Avocado
15754,0.42733244820206523,Native Bush,Peach,Orange (Navel),Lemon (Yen Ben)
15755,0.7519360205513795,Native Bush,Peach,Orange (Navel),Blueberry
15756,0.8763961710776519,Native Bush,Peach,Orange (Navel),Cherry (UFO)
15757,0.9040252102032131,Native Bush,Peach,Orange (Navel),Cherry (CL)
15758,0.4369725169791855,Native Bush,Peach,Orange (Navel),Kiwifruit (Gold)
15759,0.4499358548605362,Native Bush,Peach,Orange (Navel),Kiwifruit (Green)
15760,0.47308468967984907,Native Bush,Peach,Orange (Navel),Onion
15761,0.7760054846437472,Native Bush,Peach,Orange (Navel),Squash
15762,0.3403918316973037,Native Bush,Peach,Orange (Navel),Wheat
15763,0.471922505123045,Native Bush,Peach,Orange (Navel),Vining Pea
15764,0.4246812203544795,Native Bush,Peach,Orange (Navel),Field Pea
15765,0.42621594402757473,Native Bush,Peach,Orange (Navel),Maize
15766,0.42479135022604375,Native Bush,Peach,Orange (Navel),Ryegrass Seed
15767,0.39530938789476683,Native Bush,Peach,Orange (Navel),Kale
15768,0.4323013884693645,Native Bush,Peach,Orange (Navel),Barley
15769,0.5388948312925851,Native Bush,Peach,Orange (Navel),South Island arable rotation
15770,0.6588052515007867,Native Bush,Peach,Orange (Navel),Broad acre vegetable rotation
15771,0.8675219069684675,Native Bush,Peach,Orange (Valencia),Mandarin (Encore)
15772,0.6194202842867437,Native Bush,Peach,Orange (Valencia),Mandarin (Satsuma)
15773,0.6854414659523167,Native Bush,Peach,Orange (Valencia),Lemon (Meyer)
15774,0.6130876497872843,Native Bush,Peach,Orange (Valencia),Grape
15775,0.6849141687859073,Native Bush,Peach,Orange (Valencia),Apple
15776,0.7189231615767561,Native Bush,Peach,Orange (Valencia),Avocado
15777,0.685042081088878,Native Bush,Peach,Orange (Valencia),Lemon (Yen Ben)
15778,0.993418709550861,Native Bush,Peach,Orange (Valencia),Blueberry
15779,1.0945470853668242,Native Bush,Peach,Orange (Valencia),Cherry (UFO)
15780,1.1206479428003546,Native Bush,Peach,Orange (Valencia),Cherry (CL)
15781,0.6904483005604937,Native Bush,Peach,Orange (Valencia),Kiwifruit (Gold)
15782,0.6980579197559964,Native Bush,Peach,Orange (Valencia),Kiwifruit (Green)
15783,0.6378527658889239,Native Bush,Peach,Orange (Valencia),Onion
15784,1.0174462574382308,Native Bush,Peach,Orange (Valencia),Squash
15785,0.6005725359990067,Native Bush,Peach,Orange (Valencia),Wheat
15786,0.5899474857514723,Native Bush,Peach,Orange (Valencia),Vining Pea
15787,0.5812205899512075,Native Bush,Peach,Orange (Valencia),Field Pea
15788,0.6859104492271181,Native Bush,Peach,Orange (Valencia),Maize
15789,0.6256803547634981,Native Bush,Peach,Orange (Valencia),Ryegrass Seed
15790,0.6413551419659734,Native Bush,Peach,Orange (Valencia),Kale
15791,0.672536988550879,Native Bush,Peach,Orange (Valencia),Barley
15792,0.7610724545968452,Native Bush,Peach,Orange (Valencia),South Island arable rotation
15793,0.8771452907587449,Native Bush,Peach,Orange (Valencia),Broad acre vegetable rotation
15794,0.5771220683034912,Native Bush,Peach,Mandarin (Encore),Mandarin (Satsuma)
15795,0.6414661148874622,Native Bush,Peach,Mandarin (Encore),Lemon (Meyer)
15796,0.5700368374703408,Native Bush,Peach,Mandarin (Encore),Grape
15797,0.6438029458183337,Native Bush,Peach,Mandarin (Encore),Apple
15798,0.6758409202870322,Native Bush,Peach,Mandarin (Encore),Avocado
15799,0.6439406118371761,Native Bush,Peach,Mandarin (Encore),Lemon (Yen Ben)
15800,0.9533893080637478,Native Bush,Peach,Mandarin (Encore),Blueberry
15801,1.054167864741313,Native Bush,Peach,Mandarin (Encore),Cherry (UFO)
15802,1.0804581371399653,Native Bush,Peach,Mandarin (Encore),Cherry (CL)
15803,0.6489204138150266,Native Bush,Peach,Mandarin (Encore),Kiwifruit (Gold)
15804,0.6558036049216688,Native Bush,Peach,Mandarin (Encore),Kiwifruit (Green)
15805,0.6003897333608152,Native Bush,Peach,Mandarin (Encore),Onion
15806,0.9739598570564002,Native Bush,Peach,Mandarin (Encore),Squash
15807,0.5620537860653784,Native Bush,Peach,Mandarin (Encore),Wheat
15808,0.5542295056405612,Native Bush,Peach,Mandarin (Encore),Vining Pea
15809,0.5387721668220283,Native Bush,Peach,Mandarin (Encore),Field Pea
15810,0.6471336507843951,Native Bush,Peach,Mandarin (Encore),Maize
15811,0.5812029138637186,Native Bush,Peach,Mandarin (Encore),Ryegrass Seed
15812,0.600701472074662,Native Bush,Peach,Mandarin (Encore),Kale
15813,0.6310635831233992,Native Bush,Peach,Mandarin (Encore),Barley
15814,0.7203584329330598,Native Bush,Peach,Mandarin (Encore),South Island arable rotation
15815,0.837104142503754,Native Bush,Peach,Mandarin (Encore),Broad acre vegetable rotation
15816,0.39294923538047544,Native Bush,Peach,Mandarin (Satsuma),Lemon (Meyer)
15817,0.35413261185597794,Native Bush,Peach,Mandarin (Satsuma),Grape
15818,0.44296705895088234,Native Bush,Peach,Mandarin (Satsuma),Apple
15819,0.44719565253786675,Native Bush,Peach,Mandarin (Satsuma),Avocado
15820,0.44317626548914485,Native Bush,Peach,Mandarin (Satsuma),Lemon (Yen Ben)
15821,0.7309764197086512,Native Bush,Peach,Mandarin (Satsuma),Blueberry
15822,0.8396569022623529,Native Bush,Peach,Mandarin (Satsuma),Cherry (UFO)
15823,0.8670426588956098,Native Bush,Peach,Mandarin (Satsuma),Cherry (CL)
15824,0.4359811887897824,Native Bush,Peach,Mandarin (Satsuma),Kiwifruit (Gold)
15825,0.4358770064032621,Native Bush,Peach,Mandarin (Satsuma),Kiwifruit (Green)
15826,0.46212161886976105,Native Bush,Peach,Mandarin (Satsuma),Onion
15827,0.7290691284774059,Native Bush,Peach,Mandarin (Satsuma),Squash
15828,0.37030698507430926,Native Bush,Peach,Mandarin (Satsuma),Wheat
15829,0.4318046977676223,Native Bush,Peach,Mandarin (Satsuma),Vining Pea
15830,0.33047695953877926,Native Bush,Peach,Mandarin (Satsuma),Field Pea
15831,0.43650138790994003,Native Bush,Peach,Mandarin (Satsuma),Maize
15832,0.3309798970599636,Native Bush,Peach,Mandarin (Satsuma),Ryegrass Seed
15833,0.36159624534595913,Native Bush,Peach,Mandarin (Satsuma),Kale
15834,0.37830513056515375,Native Bush,Peach,Mandarin (Satsuma),Barley
15835,0.5037538934110665,Native Bush,Peach,Mandarin (Satsuma),South Island arable rotation
15836,0.6387394494612089,Native Bush,Peach,Mandarin (Satsuma),Broad acre vegetable rotation
15837,0.4300424920468218,Native Bush,Peach,Lemon (Meyer),Grape
15838,0.4458919630940716,Native Bush,Peach,Lemon (Meyer),Apple
15839,0.5041984710207892,Native Bush,Peach,Lemon (Meyer),Avocado
15840,0.4457381507688185,Native Bush,Peach,Lemon (Meyer),Lemon (Yen Ben)
15841,0.7721729990054709,Native Bush,Peach,Lemon (Meyer),Blueberry
15842,0.8951209581214041,Native Bush,Peach,Lemon (Meyer),Cherry (UFO)
15843,0.9225723809343971,Native Bush,Peach,Lemon (Meyer),Cherry (CL)
15844,0.4625911733238334,Native Bush,Peach,Lemon (Meyer),Kiwifruit (Gold)
15845,0.4740951746345461,Native Bush,Peach,Lemon (Meyer),Kiwifruit (Green)
15846,0.4675594724266571,Native Bush,Peach,Lemon (Meyer),Onion
15847,0.7987087581226718,Native Bush,Peach,Lemon (Meyer),Squash
15848,0.37736653650278146,Native Bush,Peach,Lemon (Meyer),Wheat
15849,0.46943279093874835,Native Bush,Peach,Lemon (Meyer),Vining Pea
15850,0.43232737832647566,Native Bush,Peach,Lemon (Meyer),Field Pea
15851,0.464400002487036,Native Bush,Peach,Lemon (Meyer),Maize
15852,0.44268158414858855,Native Bush,Peach,Lemon (Meyer),Ryegrass Seed
15853,0.436763387216026,Native Bush,Peach,Lemon (Meyer),Kale
15854,0.4726785521304945,Native Bush,Peach,Lemon (Meyer),Barley
15855,0.5623468636252041,Native Bush,Peach,Lemon (Meyer),South Island arable rotation
15856,0.6832074663777632,Native Bush,Peach,Lemon (Meyer),Broad acre vegetable rotation
15857,0.3996185206533322,Native Bush,Peach,Grape,Apple
15858,0.4440121575061538,Native Bush,Peach,Grape,Avocado
15859,0.39929937731005055,Native Bush,Peach,Grape,Lemon (Yen Ben)
15860,0.7162869167071693,Native Bush,Peach,Grape,Blueberry
15861,0.8316030671989209,Native Bush,Peach,Grape,Cherry (UFO)
15862,0.8591727493444816,Native Bush,Peach,Grape,Cherry (CL)
15863,0.40358180962898194,Native Bush,Peach,Grape,Kiwifruit (Gold)
15864,0.4142090549655799,Native Bush,Peach,Grape,Kiwifruit (Green)
15865,0.46805522826514684,Native Bush,Peach,Grape,Onion
15866,0.7280164768552857,Native Bush,Peach,Grape,Squash
15867,0.3080737369426757,Native Bush,Peach,Grape,Wheat
15868,0.469100442625622,Native Bush,Peach,Grape,Vining Pea
15869,0.3894079232370309,Native Bush,Peach,Grape,Field Pea
15870,0.3819990243208618,Native Bush,Peach,Grape,Maize
15871,0.37162499706654567,Native Bush,Peach,Grape,Ryegrass Seed
15872,0.3363744550717503,Native Bush,Peach,Grape,Kale
15873,0.3676740588167239,Native Bush,Peach,Grape,Barley
15874,0.5076474720786047,Native Bush,Peach,Grape,South Island arable rotation
15875,0.6426302451025231,Native Bush,Peach,Grape,Broad acre vegetable rotation
15876,0.5126726856590267,Native Bush,Peach,Apple,Avocado
15877,0.5194651974029955,Native Bush,Peach,Apple,Lemon (Yen Ben)
15878,0.8075818584505448,Native Bush,Peach,Apple,Blueberry
15879,0.8900690406311649,Native Bush,Peach,Apple,Cherry (UFO)
15880,0.9165127374121455,Native Bush,Peach,Apple,Cherry (CL)
15881,0.5132910091929168,Native Bush,Peach,Apple,Kiwifruit (Gold)
15882,0.5093539149207343,Native Bush,Peach,Apple,Kiwifruit (Green)
15883,0.4811719820038406,Native Bush,Peach,Apple,Onion
15884,0.7931774296797047,Native Bush,Peach,Apple,Squash
15885,0.4635711180121512,Native Bush,Peach,Apple,Wheat
15886,0.4251074584560376,Native Bush,Peach,Apple,Vining Pea
15887,0.35204876355580694,Native Bush,Peach,Apple,Field Pea
15888,0.5350087183467768,Native Bush,Peach,Apple,Maize
15889,0.38726672312862026,Native Bush,Peach,Apple,Ryegrass Seed
15890,0.46248824853980725,Native Bush,Peach,Apple,Kale
15891,0.4772444545624179,Native Bush,Peach,Apple,Barley
15892,0.5619084366573575,Native Bush,Peach,Apple,South Island arable rotation
15893,0.6796138543860821,Native Bush,Peach,Apple,Broad acre vegetable rotation
15894,0.5127202058432659,Native Bush,Peach,Avocado,Lemon (Yen Ben)
15895,0.8260420538286871,Native Bush,Peach,Avocado,Blueberry
15896,0.9281339322885945,Native Bush,Peach,Avocado,Cherry (UFO)
15897,0.9551560684853166,Native Bush,Peach,Avocado,Cherry (CL)
15898,0.5160559534368925,Native Bush,Peach,Avocado,Kiwifruit (Gold)
15899,0.5213697719019609,Native Bush,Peach,Avocado,Kiwifruit (Green)
15900,0.505340771126033,Native Bush,Peach,Avocado,Onion
15901,0.8322503757580697,Native Bush,Peach,Avocado,Squash
15902,0.4355318661133771,Native Bush,Peach,Avocado,Wheat
15903,0.4750306070343807,Native Bush,Peach,Avocado,Vining Pea
15904,0.42110300632053965,Native Bush,Peach,Avocado,Field Pea
15905,0.514963643742131,Native Bush,Peach,Avocado,Maize
15906,0.4429985551132687,Native Bush,Peach,Avocado,Ryegrass Seed
